"site_code","prop_urb"
"UKENSO_SW_TP000001",0.66099293386986
"UKENSO_SW_TP000004",0.720707144177286
"UKENSO_SW_TP000008",0.706103672532105
"UKENSO_SW_TP000011",0.701473424852905
"UKENSO_SW_TP000013",0.712492093368964
"UKENSO_SW_TP000016",0.681747261284531
"UKENSO_SW_TP000022",0.678763326070626
"UKENSO_SW_TP000025",0.748946586187943
"UKENSO_SW_TP000026",0.606874146096261
"UKENSO_SW_TP000028",0.802384959354967
"UKENSO_SW_TP000030",0.733799323794027
"UKENSO_SW_TP000033",0.678834476415413
"UKENSO_SW_TP000083",0.868833814953833
"UKENSO_SW_TP000090",0.87636807850621
"UKENSO_SW_TP000091",0.89013509557226
"UKENSW_SWS_TP000002",0.165435641803847
"UKENSW_SWS_TP000016",0.161483264597142
"UKENSW_SWS_TP000024",0.275705475309499
"UKENSW_SWS_TP000025",0.16035245949887
"UKENSW_SWS_TP000051",0.296720650882406
"UKENSW_SWS_TP000055",0.133924393343984
"UKENSW_SWS_TP000058",0.383226955064945
"UKENSW_SWS_TP000059",0.329239603604743
"UKENSW_SWS_TP000064",0.0625141160452482
"UKENSW_SWS_TP000075",0.226355615984349
"UKENSW_WXW_TP000004",0.526753282595162
"UKENSW_WXW_TP000005",0.362178982323899
"UKENSW_WXW_TP000038",0.74200078404166
"UKENSW_WXW_TP000086",0.342431832146482
"UKENSW_WXW_TP000100",0.416207533641034
"UKENSW_WXW_TP000101",0.325453078694022
"UKENTH_TWU_TP000010",0.73576187086462
"UKENTH_TWU_TP000013",0.791821887493723
"UKENTH_TWU_TP000014",0.875831264626114
"UKENTH_TWU_TP000015",0.849904064325506
"UKENTH_TWU_TP000021",0.553245549894286
"UKENTH_TWU_TP000033",0.801930264283441
"UKENTH_TWU_TP000050",0.636349414744245
"UKENTH_TWU_TP000052",0.894834363474475
"UKENTH_TWU_TP000054",0.849371326172781
"UKENTH_TWU_TP000073",0.775603646549655
"UKENTH_TWU_TP000084",0.905564262520881
"UKENTH_TWU_TP000100",0.796702861398714
"UKENTH_TWU_TP000102",0.812068239678265
"UKENTH_TWU_TP000103",0.732447363326983
"UKENTH_TWU_TP000106",0.748721552175211
"UKENTH_TWU_TP000113",0.883315055740944
"UKENTH_TWU_TP000116",0.813267165594306
"UKENTH_TWU_TP000122",0.799659727982015
"UKENTH_TWU_TP000125",0.807401904336671
"UKENTH_TWU_TP000126",0.649178883547153
"UKENTH_TWU_TP000133",0.799166776482975
"UKENTH_TWU_TP000139",0.721517435518098
"UKENTH_TWU_TP000155",0.846195369445342
"UKENTH_TWU_TP000159",0.783006083398648
