"","UKENAN_AW_TP000016","UKENAN_AW_TP000023","UKENAN_AW_TP000037","UKENAN_AW_TP000050","UKENAN_AW_TP000051","UKENAN_AW_TP000055","UKENAN_AW_TP000063","UKENAN_AW_TP000069","UKENAN_AW_TP000082","UKENAN_AW_TP000107","UKENAN_AW_TP000115","UKENAN_AW_TP000116","UKENAN_AW_TP000144","UKENAN_AW_TP000148","UKENAN_AW_TP000154","UKENAN_AW_TP000161","UKENAN_AW_TP000170","UKENAN_AW_TP000200","UKENAN_AW_TP000210","UKENAN_AW_TP000293","UKENAN_AW_TP000303","UKENAN_AW_TP000307","UKENAN_AW_TP000308","UKENMI_ST_TP000018","UKENMI_ST_TP000036","UKENMI_ST_TP000056","UKENMI_ST_TP000060","UKENMI_ST_TP000062","UKENMI_ST_TP000068","UKENMI_ST_TP000074","UKENMI_ST_TP000099","UKENMI_ST_TP000100","UKENMI_ST_TP000120","UKENMI_ST_TP000137","UKENMI_ST_TP000143","UKENMI_ST_TP000156","UKENMI_ST_TP000163","UKENMI_ST_TP000164","UKENMI_ST_TP000180","UKENMI_ST_TP000182","UKENMI_ST_TP000184","UKENMI_ST_TP000186","UKENMI_ST_TP000199","UKENMI_ST_TP000207","UKENMI_ST_TP000208","UKENMI_ST_TP000222","UKENMI_ST_TP000225","UKENMI_ST_TP000241","UKENMI_ST_TP000256","UKENNE_NU_TP000012","UKENNE_NU_TP000028","UKENNE_NU_TP000030","UKENNE_NU_TP000031","UKENNE_NU_TP000039","UKENNE_NU_TP000046","UKENNE_NU_TP000048","UKENNE_NU_TP000051","UKENNE_NU_TP000055","UKENNE_YW_TP000029","UKENNE_YW_TP000054","UKENNE_YW_TP000057","UKENNE_YW_TP000063","UKENNE_YW_TP000082","UKENNE_YW_TP000086","UKENNE_YW_TP000094","UKENNE_YW_TP000095","UKENNE_YW_TP000096","UKENNE_YW_TP000098","UKENNE_YW_TP000102","UKENNE_YW_TP000107","UKENNE_YW_TP000112","UKENNE_YW_TP000119","UKENNE_YW_TP000141","UKENNW_UU_TP000012","UKENNW_UU_TP000017","UKENNW_UU_TP000018","UKENNW_UU_TP000019","UKENNW_UU_TP000023","UKENNW_UU_TP000024","UKENNW_UU_TP000026","UKENNW_UU_TP000027","UKENNW_UU_TP000038","UKENNW_UU_TP000047","UKENNW_UU_TP000050","UKENNW_UU_TP000067","UKENNW_UU_TP000068","UKENNW_UU_TP000076","UKENNW_UU_TP000078","UKENNW_UU_TP000084","UKENNW_UU_TP000095","UKENNW_UU_TP000102","UKENNW_UU_TP000103","UKENNW_UU_TP000110","UKENNW_UU_TP000115","UKENNW_UU_TP000116","UKENNW_UU_TP000124","UKENNW_UU_TP000133","UKENSO_SW_TP000001","UKENSO_SW_TP000004","UKENSO_SW_TP000008","UKENSO_SW_TP000011","UKENSO_SW_TP000013","UKENSO_SW_TP000016","UKENSO_SW_TP000022","UKENSO_SW_TP000025","UKENSO_SW_TP000026","UKENSO_SW_TP000028","UKENSO_SW_TP000030","UKENSO_SW_TP000033","UKENSO_SW_TP000083","UKENSO_SW_TP000090","UKENSO_SW_TP000091","UKENSW_SWS_TP000002","UKENSW_SWS_TP000016","UKENSW_SWS_TP000024","UKENSW_SWS_TP000025","UKENSW_SWS_TP000051","UKENSW_SWS_TP000055","UKENSW_SWS_TP000058","UKENSW_SWS_TP000059","UKENSW_SWS_TP000064","UKENSW_SWS_TP000075","UKENSW_WXW_TP000004","UKENSW_WXW_TP000005","UKENSW_WXW_TP000038","UKENSW_WXW_TP000086","UKENSW_WXW_TP000100","UKENSW_WXW_TP000101","UKENTH_TWU_TP000010","UKENTH_TWU_TP000013","UKENTH_TWU_TP000014","UKENTH_TWU_TP000015","UKENTH_TWU_TP000021","UKENTH_TWU_TP000033","UKENTH_TWU_TP000050","UKENTH_TWU_TP000052","UKENTH_TWU_TP000054","UKENTH_TWU_TP000073","UKENTH_TWU_TP000084","UKENTH_TWU_TP000100","UKENTH_TWU_TP000102","UKENTH_TWU_TP000103","UKENTH_TWU_TP000106","UKENTH_TWU_TP000113","UKENTH_TWU_TP000116","UKENTH_TWU_TP000122","UKENTH_TWU_TP000125","UKENTH_TWU_TP000126","UKENTH_TWU_TP000133","UKENTH_TWU_TP000139","UKENTH_TWU_TP000155","UKENTH_TWU_TP000159"
"2021-11-29",4.342471563,5.75179617,4.923187599,5.920946011,5.279331829,5.53131295,5.614009396,5.083967893,6.369792406,4.580941849,5.515474073,4.641503595,4.796538581,6.305743678,5.326386877,4.765726736,5.739076475,4.851463057,4.806664444,4.997086407,5.565296283,5.063319717,4.974193923,5.721264811,5.272134159,4.658806725,5.236408312,5.811906361,3.774596892,5.284542232,5.229524243,5.656049879,5.991749876,5.96775422,4.473540623,NA,4.63803201,5.604174518,NA,NA,4.833091189,5.130668994,5.824954026,4.884056367,4.713342226,4.815174201,5.465382402,NA,4.753063993,5.690193074,NA,5.612556123,5.092442863,NA,5.950269133,6.004713298,4.483677445,5.577346924,4.896125322,NA,4.71316851,4.003859121,NA,NA,5.154325156,NA,4.810508501,NA,4.989526097,NA,4.899498647,6.139848056,5.536364506,6.046605492,NA,5.813548254,4.810958697,NA,5.438766619,5.114130354,5.188913875,NA,NA,NA,5.644057893,NA,5.974011316,5.37057103,4.917772421,3.744620203,5.183615897,4.701202213,NA,NA,NA,4.474761813,2.893551049,NA,4.650708597,4.397201978,5.165066893,4.873484562,NA,5.872363918,5.539825622,5.653975043,5.42567977,5.655880598,5.371284224,NA,4.372145553,NA,5.892270547,NA,6.051514903,5.237375523,6.442252982,6.691075742,NA,5.437481618,NA,5.942389035,4.546089914,5.178558337,5.082333204,6.119987105,5.039879919,5.93280799,NA,5.300740321,4.41199186,5.514537317,3.357064324,4.882467458,5.276039635,NA,4.713521542,5.453998076,4.728760083,5.13330045,3.952198108,6.000734369,4.663868389,4.366813432,6.003776416,4.434237722,4.317919754,2.765747654,5.844048559,5.28235115,5.082885941,5.108408339
"2021-12-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.974099001,4.18228779,NA,NA,3.912328159,5.472846266,NA,NA,NA,NA,NA,NA,NA,4.966457581,NA,NA,4.113084575,NA,NA,5.947811375,NA,NA,NA,NA,NA,NA,NA,NA,5.064342654,NA,NA,4.908313041,NA,4.108645918,NA,3.104608162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.265005863,6.263781001,5.322229166,NA,5.90358198,NA,NA,NA,NA,NA,NA,3.680872939,NA,4.94204759,NA,NA,4.27154913,NA,NA,NA,NA,5.255884125,NA,NA,NA,NA,NA,NA,5.758984712,NA,4.976977978,NA,6.658635402,NA,NA,NA,NA,5.099368742,NA,6.158805681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.60319709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-12-13",3.660576284,4.033924161,5.154712338,5.516945447,5.369455119,5.337972361,5.764542265,3.464791183,6.031130644,4.750088964,4.489673925,5.294936955,4.683304413,6.123546146,6.069726609,4.835020443,5.154960444,5.033818049,3.948030693,5.730557293,5.545472352,5.312357592,4.243044771,5.620468937,6.11103518,4.279509179,4.212262944,6.005744893,5.115611411,5.304290873,5.016827181,5.464281403,5.091737815,5.773731184,NA,NA,4.439774527,4.710703716,NA,5.170620422,4.986272892,5.976217539,5.142164301,4.832267701,5.514757657,4.593096212,4.608254604,NA,3.402337687,4.194208063,NA,5.095187745,4.881957234,NA,5.204212839,5.568908067,5.148772699,5.565207643,4.847775814,NA,5.009220097,4.711192546,NA,NA,5.698117009,NA,4.246815889,NA,6.162195192,NA,6.124395428,5.844048211,5.346463093,6.477029124,NA,5.315860096,4.907437331,NA,6.030569678,4.891535621,4.708291709,NA,5.696395833,NA,5.439735298,NA,5.809412677,4.079808016,6.268933166,5.665138463,4.701463875,3.821945665,NA,NA,NA,3.004761439,3.549553603,NA,5.112377127,4.064946015,4.862883951,4.317109626,NA,5.781402329,5.66054026,5.856518499,5.720877958,5.39012699,5.608938926,NA,5.552040946,NA,6.698645188,NA,5.539810764,6.160412354,5.986072026,6.62335036,NA,5.843389932,NA,6.070500281,4.820864184,5.362323562,5.416914881,5.641325929,5.265547757,5.142533939,5.709554293,5.087875446,3.690253433,4.779730197,4.024052914,4.167668933,5.748334236,NA,4.895071006,5.530246708,5.11875535,6.006023716,3.203337417,6.313534879,4.024400553,4.562233333,4.333470483,4.291241056,4.174254431,2.624982349,5.544040315,5.607754065,5.10070697,4.498472843
"2021-12-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.834170573,NA,NA,4.947672301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.215946613,NA,NA,5.858047802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.392742099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.989851703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-12-27",3.344399242,5.237842473,4.734279882,6.064806948,4.869042736,5.504637152,3.349461938,3.304894256,5.407539707,4.483302645,5.741374994,4.876036951,4.232048694,5.239455735,4.841009819,4.67999374,6.034919536,4.942337697,3.185499296,3.625659774,5.232906908,4.477155709,3.772547139,5.967047265,NA,NA,NA,5.043974351,5.072224037,5.397854729,5.46685296,6.322351125,5.934591578,5.664167542,5.522592567,3.213457339,NA,5.30531573,5.59846624,5.645415967,NA,5.446778594,5.804402393,5.372254395,NA,5.128485741,5.676716886,NA,4.969277375,3.408595936,NA,5.989936651,5.324692797,6.008263766,5.640903476,NA,5.65711866,6.203374198,4.00097251,NA,4.944613054,NA,4.160002757,NA,6.045629604,3.986050243,4.697234447,4.983310427,5.670834596,5.006478428,5.138488646,5.640594422,4.007838024,5.623631707,NA,5.807457848,5.473418359,NA,NA,NA,5.270130447,5.395559046,NA,5.520950132,5.89925025,5.348830751,5.736683325,NA,NA,NA,5.53862837,5.111384931,5.33558922,5.145489754,5.655185071,NA,4.655418771,4.820299966,4.928744242,5.550564496,4.886216175,5.153982611,NA,5.791549827,5.363856033,5.056185028,5.431117913,5.071008085,4.872364371,4.948222774,5.238413973,5.005597167,6.703543024,5.8163882,NA,6.255519914,NA,4.42858317,5.935948818,5.6248965,NA,3.156068192,4.780727584,5.355891138,5.480322247,5.223383667,5.59218832,4.777570505,4.665959556,NA,3.453162545,5.011385329,3.817606111,NA,5.255090245,NA,4.721506259,NA,4.109576888,4.588082346,3.898794133,6.441846453,5.044927265,4.108384819,NA,NA,3.601862376,4.179651914,NA,5.53732801,NA,3.39075652
"2022-01-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.761299096,NA,NA,3.619624133,NA,NA,NA,NA,NA,5.858323354,4.484145433,5.211291922,NA,NA,NA,NA,NA,NA,NA,6.40378945,4.076863429,4.452110028,NA,4.319314172,NA,5.380642627,NA,NA,NA,4.182980469,NA,NA,5.305637096,NA,NA,5.432372797,NA,NA,4.595877293,NA,5.21225001,NA,NA,NA,NA,NA,5.735082259,4.564991095,NA,NA,3.875880952,NA,2.346099083,NA,3.654196641,4.338561669,NA,NA,5.494497171,5.594070174,NA,NA,5.215060164,5.83280684,5.331022896,NA,4.704684399,5.633835085,4.909201439,NA,5.77653662,NA,4.849180962,5.859402521,5.613482042,NA,NA,4.109511829,NA,4.825107989,4.953873655,NA,4.775780192,NA,NA,NA,NA,4.024859783,NA,4.925692451,NA,NA,6.028402341,NA,5.355819854,NA,5.455663592,NA,5.705971553,6.376826442,NA,NA,NA,5.175937817,NA,5.483096562,NA,NA,NA,NA,NA,NA,NA,5.693909526,5.150162887,NA,4.27179876,NA,5.156295505,NA,3.829729018,NA,5.112510431,4.218063571,NA,NA,NA,NA,NA,5.884998517,4.564232595,NA,NA,5.258391779,NA,4.076814673,NA
"2022-01-10",3.84208184,5.352689476,3.838015623,6.077370959,5.868759311,4.301491864,4.757292417,3.024636607,4.921528286,3.726779543,5.249146308,4.340625681,4.440888748,6.330146717,5.734189865,NA,5.185877714,5.019181188,NA,4.155994011,4.770060012,4.772987739,4.586040029,4.512497964,5.728211861,4.264422411,5.057619946,4.264886164,4.417241895,5.369821558,4.723753281,3.422672744,5.066388249,4.02685225,NA,NA,4.745416509,3.722436081,NA,5.446615127,3.246779095,3.952113833,5.2337795,4.667304857,5.000474306,4.124971,4.34063103,NA,5.130128847,5.316077539,NA,5.423789046,5.03591662,NA,5.24957683,4.972508375,5.675064481,5.497542092,4.277473194,4.056894132,5.164125101,4.660709285,NA,5.552148342,5.403643122,NA,4.899136743,NA,4.321095751,NA,NA,4.595083069,5.143068137,NA,NA,4.536759153,4.906550554,NA,5.818196734,5.60155112,5.407865795,NA,5.346022465,NA,4.691845882,NA,4.631499944,4.274636764,4.795180299,5.171593572,4.397402911,5.162535278,NA,4.421541697,NA,2.933119999,4.237977695,NA,3.499478946,3.742530069,5.50158109,3.6037577,NA,3.961851096,NA,4.648627627,3.540097578,NA,4.632608915,NA,6.334722255,NA,5.065962965,NA,NA,5.957748318,5.62486606,5.800434787,NA,5.557304666,NA,5.323803251,4.653304996,5.490448921,4.954406383,5.612551821,5.272980309,4.182167205,NA,5.430036509,4.544197123,NA,3.63851122,3.728524495,5.012902681,NA,5.261926693,5.638787837,NA,5.402613308,4.502969411,6.138588328,3.650894579,4.441716389,5.727596419,4.154166118,5.067303267,4.856640389,5.080295497,5.110472427,3.402047802,4.7003734
"2022-01-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.068205362,NA,NA,3.935088254,NA,NA,NA,NA,NA,NA,NA,NA,4.196230515,NA,NA,5.090647459,NA,NA,5.113797697,NA,NA,NA,NA,NA,NA,NA,NA,2.794091433,NA,NA,3.898227482,NA,4.616988962,NA,4.710047959,NA,NA,NA,NA,5.253328663,NA,NA,5.237177117,NA,NA,NA,NA,NA,5.319603685,NA,5.110257659,NA,NA,NA,NA,NA,NA,4.398140481,NA,NA,NA,NA,5.479287146,NA,NA,NA,NA,4.394728495,NA,NA,NA,NA,NA,NA,5.507061918,NA,4.748376919,NA,3.777684695,NA,NA,NA,NA,4.644855652,NA,5.090215149,NA,NA,NA,NA,NA,NA,NA,4.884533771,NA,NA,NA,NA,NA,NA,3.088058227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-01-24",4.935562603,4.034168371,4.45439103,4.730940126,5.760341207,5.481517276,4.663980974,3.423211066,4.968330215,4.274516404,5.342386146,4.544427807,5.068310527,6.009705256,6.484460331,4.757112006,6.290440071,3.785755351,3.46216354,4.359327965,6.060337374,4.522078411,4.550260043,5.176289786,5.844832673,3.500264013,4.202532683,5.043654161,4.490097959,4.050864484,5.060164665,5.36987049,4.768943702,5.541030384,5.188475583,NA,5.037780134,5.09697286,NA,5.005593048,5.525633387,5.141598983,4.821228363,4.56159372,3.790386204,3.38856173,5.161507354,NA,4.992771134,4.932919506,NA,5.122897853,4.767265716,NA,5.386565162,6.055738384,5.581010738,5.118808417,3.544725736,3.185133108,5.30568897,4.710595308,NA,5.370465877,6.069204952,NA,5.008097799,NA,4.252279877,NA,5.769177584,3.495651677,2.999253691,4.381968456,NA,5.537892707,4.706351351,NA,4.968304996,5.340910013,5.569329766,3.621433394,5.877122572,NA,5.447372625,NA,5.383858792,5.4402727,5.684524627,3.464074923,4.688541554,5.051257167,NA,5.144729065,5.542222407,4.740292919,5.235481481,NA,4.030300534,4.225282663,4.870444941,3.908390887,NA,5.115662438,4.66643854,5.529472507,5.564574036,5.297862681,5.419527896,NA,4.919276284,NA,5.108230102,NA,5.328323768,5.248426199,4.738657863,5.849451015,NA,5.406741963,NA,5.321451242,2.488326723,5.641982682,5.004366759,4.608219874,5.256950415,4.547756214,NA,4.910255568,3.323060366,4.471137275,4.162292522,4.800259251,5.378319617,NA,4.419607547,6.292970794,4.008045721,4.380643778,3.941863862,6.785324036,4.487174861,3.131982698,6.360407816,4.460528468,3.465481338,4.469483984,5.529510794,5.352053142,5.649797125,4.771741273
"2022-01-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.334838924,NA,NA,5.679089654,NA,NA,NA,NA,NA,NA,NA,NA,5.453756041,NA,NA,4.455233572,NA,NA,5.917503544,NA,NA,NA,NA,NA,NA,NA,NA,4.549278318,NA,NA,4.219304823,NA,3.363673694,NA,3.108071611,NA,NA,NA,NA,5.957910281,NA,NA,6.529515053,NA,NA,NA,5.705521515,NA,5.718114028,NA,5.487985378,NA,NA,NA,NA,NA,NA,4.150197977,NA,5.762018972,NA,NA,6.08710977,NA,NA,NA,NA,3.967321496,NA,NA,NA,NA,NA,NA,3.841895515,NA,5.863471372,NA,5.639577066,NA,NA,NA,NA,5.058011071,NA,5.490514734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.555481275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-02-07",5.473430513,5.359680266,5.245269379,5.528363757,6.655031988,5.996806222,4.313849885,5.06197873,5.937610744,5.634900504,5.674939898,4.780158755,5.387087409,5.972001797,6.069521716,5.416199022,6.435970107,4.957020001,3.16787207,5.173375723,5.174020856,3.989561588,5.932570411,5.10199741,5.441306324,4.878933181,5.406175532,5.386695444,4.297444873,5.133835089,5.374284528,5.711662412,4.803913058,3.540661321,5.497787922,NA,4.951428468,5.074480413,NA,5.619273843,5.545046641,5.217372226,NA,5.014250283,5.295053712,4.165151417,5.396804477,NA,5.498835259,2.996223554,NA,5.555020671,2.408315622,NA,4.838510814,5.336016999,3.203879475,5.363742637,4.590483307,5.836379289,5.355037353,4.802738652,NA,6.083062014,4.8857509,NA,5.792041952,NA,6.080100666,NA,5.12892045,5.649401782,3.975954624,5.029070277,NA,5.394201483,4.415462461,NA,5.184223743,5.745598229,5.702077995,NA,6.299775535,NA,4.972686192,NA,5.041661919,6.713059818,5.416346331,6.015231333,5.089757407,5.467543884,NA,5.460825735,NA,5.6832816,5.089363038,NA,6.189771456,5.689250537,4.344283603,6.18843869,NA,5.523394809,4.874083354,5.220025359,6.101452451,5.877446593,5.221967775,NA,4.090978056,NA,6.503005469,NA,5.991446217,5.827136746,5.826490556,5.27554939,NA,5.977726061,NA,6.102512509,4.392130102,5.292398221,5.002173571,5.386649776,5.169249312,5.132743272,5.90403448,3.827658878,4.159152179,4.669684964,4.062665801,5.535982984,5.580995122,NA,4.987435523,3.269047342,4.908403155,5.481078862,4.114496481,6.110913349,4.741579654,4.253415273,4.453393755,5.263926107,5.139668665,5.095867904,5.673483617,4.629453578,5.622208238,4.849150581
"2022-02-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.895572392,NA,NA,5.531291454,NA,NA,NA,6.100608727,NA,NA,NA,NA,4.887163387,NA,NA,5.275809054,NA,NA,6.10161421,NA,NA,NA,NA,NA,NA,NA,NA,6.521716393,NA,NA,4.60982866,NA,4.62955415,NA,5.363305665,NA,NA,NA,NA,6.595896989,NA,NA,5.969476278,NA,NA,NA,NA,NA,5.109946764,NA,5.757981371,NA,NA,NA,NA,NA,NA,5.085804737,NA,4.895650799,NA,NA,5.848149791,NA,NA,NA,NA,5.848721285,NA,NA,NA,NA,NA,NA,5.617812117,NA,5.561180587,NA,5.542643884,NA,NA,NA,NA,5.344267484,NA,5.139161269,NA,NA,NA,NA,NA,NA,NA,5.804706897,NA,NA,NA,NA,NA,NA,4.85099212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-02-21",NA,5.761843077,5.147973496,5.792439746,6.47401441,5.70725031,6.07427022,4.384190703,4.764448172,4.84136247,6.042790269,4.719419935,4.839288028,5.95819655,5.924584352,5.586538892,5.993112368,5.236847993,5.077726306,4.474597107,5.723262332,5.199317207,5.759910233,6.552474199,6.88762251,4.181225846,6.070685403,4.682082315,5.555637278,4.907100273,5.426081749,6.020976573,6.149139613,5.11597311,5.78534556,NA,4.990373642,5.364666112,NA,5.122754834,4.665209565,4.936903005,5.13040465,4.504066877,5.610578928,5.384246614,6.013500138,NA,5.993684156,6.185098415,NA,6.289501711,5.263928033,NA,5.99878627,5.789724613,5.396058301,5.921762199,5.10493131,6.158582395,NA,6.198528415,NA,6.194675843,5.840899801,NA,4.617208349,NA,4.554142671,NA,4.749782988,5.574286222,5.799763149,5.617581322,NA,5.880505655,5.897643121,NA,6.44981798,6.076463241,5.677893065,6.676019086,6.502062035,NA,3.775512731,NA,5.450431546,5.136461269,4.798173524,6.320451311,5.252414034,6.138832341,NA,5.82082957,NA,5.315829422,5.844944501,NA,5.510915938,4.648670245,4.981852846,5.348463855,NA,5.361248486,5.287433242,5.418227164,4.901093247,6.314151259,6.234145733,NA,5.158574811,NA,4.841602964,NA,6.053504586,5.948784634,5.894137853,4.616319314,NA,5.436722849,NA,5.856436067,5.027968972,5.838942358,5.550707794,5.440647813,5.991223677,5.752937494,NA,5.337143545,3.973991899,4.682050968,4.112327426,NA,3.447094187,NA,5.257712105,5.170552264,5.030651018,6.301595476,4.642032476,6.173138997,4.683587658,3.943379172,4.271747838,5.18281967,5.04584258,5.261691685,5.231230265,5.253582891,5.029360293,5.061502396
"2022-02-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.532669689,4.441389163,NA,NA,5.143851967,NA,NA,NA,NA,NA,NA,NA,NA,5.572906538,NA,NA,5.795579758,NA,NA,5.495386707,NA,NA,NA,NA,NA,NA,NA,NA,5.347074068,NA,NA,5.179168325,NA,4.449337503,NA,5.727606947,NA,NA,NA,NA,5.10918907,NA,NA,6.508717172,NA,NA,NA,5.513707596,NA,6.16852821,NA,5.502629408,NA,NA,NA,NA,NA,NA,5.303138113,NA,4.969730455,NA,NA,6.047058965,NA,NA,NA,NA,5.380113942,NA,NA,NA,NA,NA,NA,5.415395056,NA,5.19615949,NA,5.917819946,NA,NA,NA,NA,5.354512104,NA,6.60206409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.967069514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-03-07",NA,6.0664253,4.639684283,5.651528593,5.798553401,5.749413122,5.801063577,4.524430418,5.536677672,4.664392204,5.51752426,5.169603084,4.960596012,5.464590736,5.56550038,5.299244861,5.542926346,4.954407753,4.284984551,4.346491158,6.434190051,5.412165335,5.107133323,5.814969377,6.22394683,4.553303331,6.049763307,5.703642275,5.360972728,5.170826623,4.342402236,5.413126248,5.765887331,5.319851066,NA,NA,5.117076958,5.915379001,NA,6.630172259,5.712398577,4.342255398,5.84263115,5.390868906,5.797572208,5.055711409,5.331099164,NA,4.963943171,5.704371259,NA,6.260894743,5.03854104,NA,6.09952239,6.48980743,5.900587622,6.304193684,5.129465227,4.858032634,4.440240979,6.118856532,NA,5.82755588,5.081015411,NA,5.28704466,NA,5.446575163,NA,5.364180616,6.14968729,4.753918619,6.261167329,NA,5.436435618,4.244083024,NA,6.116344913,5.726684024,5.831553625,NA,6.399324394,NA,6.164219853,NA,6.546954107,6.116197797,5.400869219,6.243847441,5.913020585,4.8854642,NA,6.04908686,NA,5.802228903,5.631295802,NA,5.23274251,5.500200218,5.707991111,5.479056971,NA,5.754835444,5.490644916,5.706720922,5.930622022,6.17232415,5.845493328,NA,5.714630804,NA,5.789973575,NA,5.449181763,5.698965445,5.767251679,4.845053739,NA,4.385050336,NA,6.096722557,4.093935978,5.777003046,4.831961656,5.13651932,5.779229707,5.159653104,6.036033196,6.026846834,4.250696242,5.464174453,5.211970551,5.7856386095,5.434722278,NA,5.154620179,5.418448041,5.357662783,5.582335312,5.078287431,6.705960576,5.071427626,4.626749567,6.259981309,5.056034843,4.566628903,5.538322311,4.882038627,5.365269308,NA,5.074976807
"2022-03-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.906828347,NA,NA,NA,6.028567894,4.596557012,NA,NA,5.47909246,NA,NA,NA,NA,NA,NA,NA,NA,6.055430416,NA,NA,5.858576618,NA,NA,5.655415572,NA,NA,NA,NA,NA,NA,NA,NA,4.768053949,NA,NA,5.15962546,NA,5.279447185,NA,5.294263682,NA,NA,NA,NA,5.961190632,NA,NA,6.080319225,NA,NA,NA,5.214547763,NA,5.159633705,NA,4.884389627,NA,NA,6.172672164,NA,NA,NA,5.059915186,5.244937901,5.209920964,NA,NA,4.844459322,NA,NA,NA,NA,5.164925485,NA,NA,NA,NA,NA,NA,5.402218894,NA,5.626152086,NA,4.18408935,NA,NA,NA,NA,5.444866173,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.241339719,NA,NA,NA,4.562680715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.250085461,NA,NA,NA,NA,NA,6.535414976,NA
