"site_code","one_week_date","Log10_NoV_norm","nov_3week"
"UKENSW_WXW_TP000005",2021-06-07,NA,4.729654876
"UKENSW_WXW_TP000005",2021-06-14,5.462411531,5.0960332035
"UKENSW_WXW_TP000005",2021-06-21,NA,5.462411531
"UKENSW_WXW_TP000005",2021-06-28,5.485437434,5.4739244825
"UKENSW_WXW_TP000005",2021-07-05,NA,5.485437434
"UKENSW_WXW_TP000005",2021-07-12,4.921169482,5.203303458
"UKENSW_WXW_TP000005",2021-07-19,NA,4.921169482
"UKENSW_WXW_TP000005",2021-07-26,6.417367418,5.66926845
"UKENSW_WXW_TP000005",2021-08-02,NA,6.417367418
"UKENSW_WXW_TP000005",2021-08-09,5.911387071,6.1643772445
"UKENSW_WXW_TP000005",2021-08-16,NA,5.911387071
"UKENSW_WXW_TP000005",2021-08-23,5.073329736,5.4923584035
"UKENSW_WXW_TP000005",2021-08-30,NA,5.073329736
"UKENSW_WXW_TP000005",2021-09-06,6.166123028,5.619726382
"UKENSW_WXW_TP000005",2021-09-13,NA,6.166123028
"UKENSW_WXW_TP000005",2021-09-20,5.694308398,5.930215713
"UKENSW_WXW_TP000005",2021-09-27,NA,5.694308398
"UKENSW_WXW_TP000005",2021-10-04,5.264436408,5.479372403
"UKENSW_WXW_TP000005",2021-10-11,NA,5.264436408
"UKENSW_WXW_TP000005",2021-10-18,5.684147528,5.474291968
"UKENSW_WXW_TP000005",2021-10-25,NA,5.684147528
"UKENSW_WXW_TP000005",2021-11-01,5.685741999,5.6849447635
"UKENSW_WXW_TP000005",2021-11-08,NA,5.685741999
"UKENSW_WXW_TP000005",2021-11-15,5.4262334,5.5559876995
"UKENSW_WXW_TP000005",2021-11-22,NA,5.4262334
"UKENSW_WXW_TP000005",2021-11-29,5.178558337,5.3023958685
"UKENSW_WXW_TP000005",2021-12-06,NA,5.178558337
"UKENSW_WXW_TP000005",2021-12-13,5.362323562,5.2704409495
"UKENSW_WXW_TP000005",2021-12-20,NA,5.362323562
"UKENSW_WXW_TP000005",2021-12-27,5.355891138,5.35910735
"UKENSW_WXW_TP000005",2022-01-03,NA,5.355891138
"UKENSW_WXW_TP000005",2022-01-10,5.490448921,5.4231700295
"UKENSW_WXW_TP000005",2022-01-17,NA,5.490448921
"UKENSW_WXW_TP000005",2022-01-24,5.641982682,5.5662158015
"UKENSW_WXW_TP000005",2022-01-31,NA,5.641982682
"UKENSW_WXW_TP000005",2022-02-07,5.292398221,5.4671904515
"UKENSW_WXW_TP000005",2022-02-14,NA,5.292398221
"UKENSW_WXW_TP000005",2022-02-21,5.838942358,5.5656702895
"UKENSW_WXW_TP000005",2022-02-28,NA,5.838942358
"UKENSW_WXW_TP000005",2022-03-07,5.777003046,5.807972702
"UKENSW_WXW_TP000005",2022-03-14,NA,5.777003046
"UKENSW_WXW_TP000005",2022-03-21,6.179185601,5.9780943235
"UKENSW_WXW_TP000005",2022-03-28,NA,6.179185601
"UKENSW_WXW_TP000038",2021-05-24,NA,NA
"UKENSW_WXW_TP000038",2021-05-31,5.078979892,5.078979892
"UKENSW_WXW_TP000038",2021-06-07,NA,5.078979892
"UKENSW_WXW_TP000038",2021-06-14,4.635824214,4.857402053
"UKENSW_WXW_TP000038",2021-06-21,NA,4.635824214
"UKENSW_WXW_TP000038",2021-06-28,5.069649036,4.852736625
"UKENSW_WXW_TP000038",2021-07-05,NA,5.069649036
"UKENSW_WXW_TP000038",2021-07-12,4.859663706,4.964656371
"UKENSW_WXW_TP000038",2021-07-19,NA,4.859663706
"UKENSW_WXW_TP000038",2021-07-26,5.407781386,5.133722546
"UKENSW_WXW_TP000038",2021-08-02,NA,5.407781386
"UKENSW_WXW_TP000038",2021-08-09,5.10880631,5.258293848
"UKENSW_WXW_TP000038",2021-08-16,NA,5.10880631
"UKENSW_WXW_TP000038",2021-08-23,5.478608073,5.2937071915
"UKENSW_WXW_TP000038",2021-08-30,NA,5.478608073
"UKENSW_WXW_TP000038",2021-09-06,5.665301097,5.571954585
"UKENSW_WXW_TP000038",2021-09-13,NA,5.665301097
"UKENSW_WXW_TP000038",2021-09-20,5.348812251,5.507056674
"UKENSW_WXW_TP000038",2021-09-27,NA,5.348812251
"UKENSW_WXW_TP000038",2021-10-04,5.141566494,5.2451893725
"UKENSW_WXW_TP000038",2021-10-11,NA,5.141566494
"UKENSW_WXW_TP000038",2021-10-18,5.598605537,5.3700860155
"UKENSW_WXW_TP000038",2021-10-25,NA,5.598605537
"UKENSW_WXW_TP000038",2021-11-01,4.921295785,5.259950661
"UKENSW_WXW_TP000038",2021-11-08,NA,4.921295785
"UKENSW_WXW_TP000038",2021-11-15,4.713237832,4.8172668085
"UKENSW_WXW_TP000038",2021-11-22,NA,4.713237832
"UKENSW_WXW_TP000038",2021-11-29,5.082333204,4.897785518
"UKENSW_WXW_TP000038",2021-12-06,NA,5.082333204
"UKENSW_WXW_TP000038",2021-12-13,5.416914881,5.2496240425
"UKENSW_WXW_TP000038",2021-12-20,NA,5.416914881
"UKENSW_WXW_TP000038",2021-12-27,5.480322247,5.448618564
"UKENSW_WXW_TP000038",2022-01-03,NA,5.480322247
"UKENSW_WXW_TP000038",2022-01-10,4.954406383,5.217364315
"UKENSW_WXW_TP000038",2022-01-17,NA,4.954406383
"UKENSW_WXW_TP000038",2022-01-24,5.004366759,4.979386571
"UKENSW_WXW_TP000038",2022-01-31,NA,5.004366759
"UKENSW_WXW_TP000038",2022-02-07,5.002173571,5.003270165
"UKENSW_WXW_TP000038",2022-02-14,NA,5.002173571
"UKENSW_WXW_TP000038",2022-02-21,5.550707794,5.2764406825
"UKENSW_WXW_TP000038",2022-02-28,NA,5.550707794
"UKENSW_WXW_TP000038",2022-03-07,4.831961656,5.191334725
"UKENSW_WXW_TP000038",2022-03-14,NA,4.831961656
"UKENSW_WXW_TP000038",2022-03-21,5.571641183,5.2018014195
"UKENSW_WXW_TP000038",2022-03-28,NA,5.571641183
"UKENSW_WXW_TP000086",2021-05-24,NA,NA
"UKENSW_WXW_TP000086",2021-05-31,4.369170902,4.369170902
"UKENSW_WXW_TP000086",2021-06-07,NA,4.369170902
"UKENSW_WXW_TP000086",2021-06-14,3.535705079,3.9524379905
"UKENSW_WXW_TP000086",2021-06-21,NA,3.535705079
"UKENSW_WXW_TP000086",2021-06-28,5.150657507,4.343181293
"UKENSW_WXW_TP000086",2021-07-05,NA,5.150657507
"UKENSW_WXW_TP000086",2021-07-12,5.092156521,5.121407014
"UKENSW_WXW_TP000086",2021-07-19,NA,5.092156521
"UKENSW_WXW_TP000086",2021-07-26,5.145130185,5.118643353
"UKENSW_WXW_TP000086",2021-08-02,NA,5.145130185
"UKENSW_WXW_TP000086",2021-08-09,5.454277103,5.299703644
"UKENSW_WXW_TP000086",2021-08-16,NA,5.454277103
"UKENSW_WXW_TP000086",2021-08-23,4.651739623,5.053008363
"UKENSW_WXW_TP000086",2021-08-30,NA,4.651739623
"UKENSW_WXW_TP000086",2021-09-06,5.493783,5.0727613115
"UKENSW_WXW_TP000086",2021-09-13,NA,5.493783
"UKENSW_WXW_TP000086",2021-09-20,5.521939087,5.5078610435
"UKENSW_WXW_TP000086",2021-09-27,NA,5.521939087
"UKENSW_WXW_TP000086",2021-10-04,5.362778051,5.442358569
"UKENSW_WXW_TP000086",2021-10-11,NA,5.362778051
"UKENSW_WXW_TP000086",2021-10-18,5.224282138,5.2935300945
"UKENSW_WXW_TP000086",2021-10-25,NA,5.224282138
"UKENSW_WXW_TP000086",2021-11-01,5.426166125,5.3252241315
"UKENSW_WXW_TP000086",2021-11-08,NA,5.426166125
"UKENSW_WXW_TP000086",2021-11-15,5.802202832,5.6141844785
"UKENSW_WXW_TP000086",2021-11-22,NA,5.802202832
"UKENSW_WXW_TP000086",2021-11-29,6.119987105,5.9610949685
"UKENSW_WXW_TP000086",2021-12-06,NA,6.119987105
"UKENSW_WXW_TP000086",2021-12-13,5.641325929,5.880656517
"UKENSW_WXW_TP000086",2021-12-20,NA,5.641325929
"UKENSW_WXW_TP000086",2021-12-27,5.223383667,5.432354798
"UKENSW_WXW_TP000086",2022-01-03,NA,5.223383667
"UKENSW_WXW_TP000086",2022-01-10,5.612551821,5.417967744
"UKENSW_WXW_TP000086",2022-01-17,NA,5.612551821
"UKENSW_WXW_TP000086",2022-01-24,4.608219874,5.1103858475
"UKENSW_WXW_TP000086",2022-01-31,NA,4.608219874
"UKENSW_WXW_TP000086",2022-02-07,5.386649776,4.997434825
"UKENSW_WXW_TP000086",2022-02-14,NA,5.386649776
"UKENSW_WXW_TP000086",2022-02-21,5.440647813,5.4136487945
"UKENSW_WXW_TP000086",2022-02-28,NA,5.440647813
"UKENSW_WXW_TP000086",2022-03-07,5.13651932,5.2885835665
"UKENSW_WXW_TP000086",2022-03-14,NA,5.13651932
"UKENSW_WXW_TP000086",2022-03-21,6.110926983,5.6237231515
"UKENSW_WXW_TP000086",2022-03-28,NA,6.110926983
"UKENSW_WXW_TP000100",2021-05-24,NA,NA
"UKENSW_WXW_TP000100",2021-05-31,3.725560857,3.725560857
"UKENSW_WXW_TP000100",2021-06-07,NA,3.725560857
"UKENSW_WXW_TP000100",2021-06-14,4.747183838,4.2363723475
"UKENSW_WXW_TP000100",2021-06-21,NA,4.747183838
"UKENSW_WXW_TP000100",2021-06-28,4.794776326,4.770980082
"UKENSW_WXW_TP000100",2021-07-05,NA,4.794776326
"UKENSW_WXW_TP000100",2021-07-12,5.206861298,5.000818812
"UKENSW_WXW_TP000100",2021-07-19,NA,5.206861298
"UKENSW_WXW_TP000100",2021-07-26,5.805198433,5.5060298655
"UKENSW_WXW_TP000100",2021-08-02,NA,5.805198433
"UKENSW_WXW_TP000100",2021-08-09,5.277748391,5.541473412
"UKENSW_WXW_TP000100",2021-08-16,NA,5.277748391
"UKENSW_WXW_TP000100",2021-08-23,5.839593124,5.5586707575
"UKENSW_WXW_TP000100",2021-08-30,NA,5.839593124
"UKENSW_WXW_TP000100",2021-09-06,5.707239078,5.773416101
"UKENSW_WXW_TP000100",2021-09-13,NA,5.707239078
"UKENSW_WXW_TP000100",2021-09-20,5.416633997,5.5619365375
"UKENSW_WXW_TP000100",2021-09-27,NA,5.416633997
"UKENSW_WXW_TP000100",2021-10-04,5.033745431,5.225189714
"UKENSW_WXW_TP000100",2021-10-11,NA,5.033745431
"UKENSW_WXW_TP000100",2021-10-18,5.359488494,5.1966169625
"UKENSW_WXW_TP000100",2021-10-25,NA,5.359488494
"UKENSW_WXW_TP000100",2021-11-01,5.918276429,5.6388824615
"UKENSW_WXW_TP000100",2021-11-08,NA,5.918276429
"UKENSW_WXW_TP000100",2021-11-15,5.395056191,5.65666631
"UKENSW_WXW_TP000100",2021-11-22,NA,5.395056191
"UKENSW_WXW_TP000100",2021-11-29,5.039879919,5.217468055
"UKENSW_WXW_TP000100",2021-12-06,NA,5.039879919
"UKENSW_WXW_TP000100",2021-12-13,5.265547757,5.152713838
"UKENSW_WXW_TP000100",2021-12-20,NA,5.265547757
"UKENSW_WXW_TP000100",2021-12-27,5.59218832,5.4288680385
"UKENSW_WXW_TP000100",2022-01-03,NA,5.59218832
"UKENSW_WXW_TP000100",2022-01-10,5.272980309,5.4325843145
"UKENSW_WXW_TP000100",2022-01-17,NA,5.272980309
"UKENSW_WXW_TP000100",2022-01-24,5.256950415,5.264965362
"UKENSW_WXW_TP000100",2022-01-31,NA,5.256950415
"UKENSW_WXW_TP000100",2022-02-07,5.169249312,5.2130998635
"UKENSW_WXW_TP000100",2022-02-14,NA,5.169249312
"UKENSW_WXW_TP000100",2022-02-21,5.991223677,5.5802364945
"UKENSW_WXW_TP000100",2022-02-28,NA,5.991223677
"UKENSW_WXW_TP000100",2022-03-07,5.779229707,5.885226692
"UKENSW_WXW_TP000100",2022-03-14,NA,5.779229707
"UKENSW_WXW_TP000100",2022-03-21,5.227704298,5.5034670025
"UKENSW_WXW_TP000100",2022-03-28,NA,5.227704298
"UKENSW_WXW_TP000101",2021-05-24,NA,NA
"UKENSW_WXW_TP000101",2021-05-31,4.929792937,4.929792937
"UKENSW_WXW_TP000101",2021-06-07,NA,4.929792937
"UKENSW_WXW_TP000101",2021-06-14,4.612899367,4.771346152
"UKENSW_WXW_TP000101",2021-06-21,NA,4.612899367
"UKENSW_WXW_TP000101",2021-06-28,4.941248365,4.777073866
"UKENSW_WXW_TP000101",2021-07-05,NA,4.941248365
"UKENSW_WXW_TP000101",2021-07-12,5.495414767,5.218331566
"UKENSW_WXW_TP000101",2021-07-19,NA,5.495414767
"UKENSW_WXW_TP000101",2021-07-26,5.828897656,5.6621562115
"UKENSW_WXW_TP000101",2021-08-02,NA,5.828897656
"UKENSW_WXW_TP000101",2021-08-09,5.832862569,5.8308801125
"UKENSW_WXW_TP000101",2021-08-16,NA,5.832862569
"UKENSW_WXW_TP000101",2021-08-23,5.844773009,5.838817789
"UKENSW_WXW_TP000101",2021-08-30,NA,5.844773009
"UKENSW_WXW_TP000101",2021-09-06,5.683826217,5.764299613
"UKENSW_WXW_TP000101",2021-09-13,NA,5.683826217
"UKENSW_WXW_TP000101",2021-09-20,6.005029456,5.8444278365
"UKENSW_WXW_TP000101",2021-09-27,NA,6.005029456
"UKENSW_WXW_TP000101",2021-10-04,5.697148027,5.8510887415
"UKENSW_WXW_TP000101",2021-10-11,NA,5.697148027
"UKENSW_WXW_TP000101",2021-10-18,5.551496877,5.624322452
"UKENSW_WXW_TP000101",2021-10-25,NA,5.551496877
"UKENSW_WXW_TP000101",2021-11-01,5.948370851,5.749933864
"UKENSW_WXW_TP000101",2021-11-08,NA,5.948370851
"UKENSW_WXW_TP000101",2021-11-15,5.993823871,5.971097361
"UKENSW_WXW_TP000101",2021-11-22,NA,5.993823871
"UKENSW_WXW_TP000101",2021-11-29,5.93280799,5.9633159305
"UKENSW_WXW_TP000101",2021-12-06,NA,5.93280799
"UKENSW_WXW_TP000101",2021-12-13,5.142533939,5.5376709645
"UKENSW_WXW_TP000101",2021-12-20,NA,5.142533939
"UKENSW_WXW_TP000101",2021-12-27,4.777570505,4.960052222
"UKENSW_WXW_TP000101",2022-01-03,NA,4.777570505
"UKENSW_WXW_TP000101",2022-01-10,4.182167205,4.479868855
"UKENSW_WXW_TP000101",2022-01-17,NA,4.182167205
"UKENSW_WXW_TP000101",2022-01-24,4.547756214,4.3649617095
"UKENSW_WXW_TP000101",2022-01-31,NA,4.547756214
"UKENSW_WXW_TP000101",2022-02-07,5.132743272,4.840249743
"UKENSW_WXW_TP000101",2022-02-14,NA,5.132743272
"UKENSW_WXW_TP000101",2022-02-21,5.752937494,5.442840383
"UKENSW_WXW_TP000101",2022-02-28,NA,5.752937494
"UKENSW_WXW_TP000101",2022-03-07,5.159653104,5.456295299
"UKENSW_WXW_TP000101",2022-03-14,NA,5.159653104
"UKENSW_WXW_TP000101",2022-03-21,5.693217854,5.426435479
"UKENSW_WXW_TP000101",2022-03-28,NA,5.693217854
"UKENTH_TWU_TP000010",2021-05-24,3.692810809,3.692810809
"UKENTH_TWU_TP000010",2021-05-31,NA,3.692810809
"UKENTH_TWU_TP000010",2021-06-07,4.525526926,4.1091688675
"UKENTH_TWU_TP000010",2021-06-14,NA,4.525526926
"UKENTH_TWU_TP000010",2021-06-21,3.821737044,4.173631985
"UKENTH_TWU_TP000010",2021-06-28,NA,3.821737044
"UKENTH_TWU_TP000010",2021-07-05,5.843227089,4.8324820665
"UKENTH_TWU_TP000010",2021-07-12,NA,5.843227089
"UKENTH_TWU_TP000010",2021-07-19,4.688065092,5.2656460905
"UKENTH_TWU_TP000010",2021-07-26,NA,4.688065092
"UKENTH_TWU_TP000010",2021-08-02,NA,4.688065092
"UKENTH_TWU_TP000010",2021-08-09,NA,NA
"UKENTH_TWU_TP000010",2021-08-16,NA,NA
"UKENTH_TWU_TP000010",2021-08-23,NA,NA
"UKENTH_TWU_TP000010",2021-08-30,NA,NA
"UKENTH_TWU_TP000010",2021-09-06,4.666089603,4.666089603
"UKENTH_TWU_TP000010",2021-09-13,NA,4.666089603
"UKENTH_TWU_TP000010",2021-09-20,4.96872585,4.8174077265
"UKENTH_TWU_TP000010",2021-09-27,NA,4.96872585
"UKENTH_TWU_TP000010",2021-10-04,5.079978076,5.024351963
"UKENTH_TWU_TP000010",2021-10-11,5.577176862,5.328577469
"UKENTH_TWU_TP000010",2021-10-18,NA,5.328577469
"UKENTH_TWU_TP000010",2021-10-25,5.168635653,5.3729062575
"UKENTH_TWU_TP000010",2021-11-01,NA,5.168635653
"UKENTH_TWU_TP000010",2021-11-08,NA,5.168635653
"UKENTH_TWU_TP000010",2021-11-15,5.129964309,5.129964309
"UKENTH_TWU_TP000010",2021-11-22,5.371034328,5.2504993185
"UKENTH_TWU_TP000010",2021-11-29,NA,5.2504993185
"UKENTH_TWU_TP000010",2021-12-06,NA,5.371034328
"UKENTH_TWU_TP000010",2021-12-13,5.709554293,5.709554293
"UKENTH_TWU_TP000010",2021-12-20,NA,5.709554293
"UKENTH_TWU_TP000010",2021-12-27,4.665959556,5.1877569245
"UKENTH_TWU_TP000010",2022-01-03,5.693909526,5.179934541
"UKENTH_TWU_TP000010",2022-01-10,NA,5.179934541
"UKENTH_TWU_TP000010",2022-01-17,4.884533771,5.2892216485
"UKENTH_TWU_TP000010",2022-01-24,NA,4.884533771
"UKENTH_TWU_TP000010",2022-01-31,NA,4.884533771
"UKENTH_TWU_TP000010",2022-02-07,5.90403448,5.90403448
"UKENTH_TWU_TP000010",2022-02-14,5.804706897,5.8543706885
"UKENTH_TWU_TP000010",2022-02-21,NA,5.8543706885
"UKENTH_TWU_TP000010",2022-02-28,NA,5.804706897
"UKENTH_TWU_TP000010",2022-03-07,6.036033196,6.036033196
"UKENTH_TWU_TP000010",2022-03-14,6.241339719,6.1386864575
"UKENTH_TWU_TP000010",2022-03-21,NA,6.1386864575
"UKENTH_TWU_TP000010",2022-03-28,NA,6.241339719
"UKENTH_TWU_TP000013",2021-05-24,NA,NA
"UKENTH_TWU_TP000013",2021-05-31,4.114532034,4.114532034
"UKENTH_TWU_TP000013",2021-06-07,NA,4.114532034
"UKENTH_TWU_TP000013",2021-06-14,4.106888982,4.110710508
"UKENTH_TWU_TP000013",2021-06-21,NA,4.106888982
"UKENTH_TWU_TP000013",2021-06-28,4.883894227,4.4953916045
"UKENTH_TWU_TP000013",2021-07-05,NA,4.883894227
"UKENTH_TWU_TP000013",2021-07-12,4.882352086,4.8831231565
"UKENTH_TWU_TP000013",2021-07-19,NA,4.882352086
"UKENTH_TWU_TP000013",2021-07-26,5.567715746,5.225033916
"UKENTH_TWU_TP000013",2021-08-02,NA,5.567715746
"UKENTH_TWU_TP000013",2021-08-09,5.268859498,5.418287622
"UKENTH_TWU_TP000013",2021-08-16,NA,5.268859498
"UKENTH_TWU_TP000013",2021-08-23,5.69956858,5.484214039
"UKENTH_TWU_TP000013",2021-08-30,NA,5.69956858
"UKENTH_TWU_TP000013",2021-09-06,5.934674752,5.817121666
"UKENTH_TWU_TP000013",2021-09-13,NA,5.934674752
"UKENTH_TWU_TP000013",2021-09-20,5.659771593,5.7972231725
"UKENTH_TWU_TP000013",2021-09-27,NA,5.659771593
"UKENTH_TWU_TP000013",2021-10-04,5.272365903,5.466068748
"UKENTH_TWU_TP000013",2021-10-11,NA,5.272365903
"UKENTH_TWU_TP000013",2021-10-18,4.992916636,5.1326412695
"UKENTH_TWU_TP000013",2021-10-25,NA,4.992916636
"UKENTH_TWU_TP000013",2021-11-01,5.077525983,5.0352213095
"UKENTH_TWU_TP000013",2021-11-08,NA,5.077525983
"UKENTH_TWU_TP000013",2021-11-15,5.692449561,5.384987772
"UKENTH_TWU_TP000013",2021-11-22,NA,5.692449561
"UKENTH_TWU_TP000013",2021-11-29,5.300740321,5.496594941
"UKENTH_TWU_TP000013",2021-12-06,NA,5.300740321
"UKENTH_TWU_TP000013",2021-12-13,5.087875446,5.1943078835
"UKENTH_TWU_TP000013",2021-12-20,NA,5.087875446
"UKENTH_TWU_TP000013",2021-12-27,NA,5.087875446
"UKENTH_TWU_TP000013",2022-01-03,5.150162887,5.150162887
"UKENTH_TWU_TP000013",2022-01-10,5.430036509,5.290099698
"UKENTH_TWU_TP000013",2022-01-17,NA,5.290099698
"UKENTH_TWU_TP000013",2022-01-24,4.910255568,5.1701460385
"UKENTH_TWU_TP000013",2022-01-31,NA,4.910255568
"UKENTH_TWU_TP000013",2022-02-07,3.827658878,4.368957223
"UKENTH_TWU_TP000013",2022-02-14,NA,3.827658878
"UKENTH_TWU_TP000013",2022-02-21,5.337143545,4.5824012115
"UKENTH_TWU_TP000013",2022-02-28,NA,5.337143545
"UKENTH_TWU_TP000013",2022-03-07,6.026846834,5.6819951895
"UKENTH_TWU_TP000013",2022-03-14,NA,6.026846834
"UKENTH_TWU_TP000013",2022-03-21,5.939952261,5.9833995475
"UKENTH_TWU_TP000013",2022-03-28,NA,5.939952261
"UKENTH_TWU_TP000014",2021-05-24,NA,NA
"UKENTH_TWU_TP000014",2021-05-31,3.372705821,3.372705821
"UKENTH_TWU_TP000014",2021-06-07,NA,3.372705821
"UKENTH_TWU_TP000014",2021-06-14,3.919093827,3.645899824
"UKENTH_TWU_TP000014",2021-06-21,NA,3.919093827
"UKENTH_TWU_TP000014",2021-06-28,3.993905784,3.9564998055
"UKENTH_TWU_TP000014",2021-07-05,NA,3.993905784
"UKENTH_TWU_TP000014",2021-07-12,3.740024228,3.866965006
"UKENTH_TWU_TP000014",2021-07-19,NA,3.740024228
"UKENTH_TWU_TP000014",2021-07-26,4.004731453,3.8723778405
"UKENTH_TWU_TP000014",2021-08-02,NA,4.004731453
"UKENTH_TWU_TP000014",2021-08-09,3.967141529,3.985936491
"UKENTH_TWU_TP000014",2021-08-16,NA,3.967141529
"UKENTH_TWU_TP000014",2021-08-23,4.465498942,4.2163202355
"UKENTH_TWU_TP000014",2021-08-30,NA,4.465498942
"UKENTH_TWU_TP000014",2021-09-06,3.975362232,4.220430587
"UKENTH_TWU_TP000014",2021-09-13,NA,3.975362232
"UKENTH_TWU_TP000014",2021-09-20,4.422067806,4.198715019
"UKENTH_TWU_TP000014",2021-09-27,NA,4.422067806
"UKENTH_TWU_TP000014",2021-10-04,5.011757266,4.716912536
"UKENTH_TWU_TP000014",2021-10-11,NA,5.011757266
"UKENTH_TWU_TP000014",2021-10-18,4.318907098,4.665332182
"UKENTH_TWU_TP000014",2021-10-25,NA,4.318907098
"UKENTH_TWU_TP000014",2021-11-01,NA,4.318907098
"UKENTH_TWU_TP000014",2021-11-08,NA,NA
"UKENTH_TWU_TP000014",2021-11-15,4.690651191,4.690651191
"UKENTH_TWU_TP000014",2021-11-22,NA,4.690651191
"UKENTH_TWU_TP000014",2021-11-29,4.41199186,4.5513215255
"UKENTH_TWU_TP000014",2021-12-06,NA,4.41199186
"UKENTH_TWU_TP000014",2021-12-13,3.690253433,4.0511226465
"UKENTH_TWU_TP000014",2021-12-20,NA,3.690253433
"UKENTH_TWU_TP000014",2021-12-27,3.453162545,3.571707989
"UKENTH_TWU_TP000014",2022-01-03,NA,3.453162545
"UKENTH_TWU_TP000014",2022-01-10,4.544197123,3.998679834
"UKENTH_TWU_TP000014",2022-01-17,NA,4.544197123
"UKENTH_TWU_TP000014",2022-01-24,3.323060366,3.9336287445
"UKENTH_TWU_TP000014",2022-01-31,NA,3.323060366
"UKENTH_TWU_TP000014",2022-02-07,4.159152179,3.7411062725
"UKENTH_TWU_TP000014",2022-02-14,NA,4.159152179
"UKENTH_TWU_TP000014",2022-02-21,3.973991899,4.066572039
"UKENTH_TWU_TP000014",2022-02-28,NA,3.973991899
"UKENTH_TWU_TP000014",2022-03-07,4.250696242,4.1123440705
"UKENTH_TWU_TP000014",2022-03-14,NA,4.250696242
"UKENTH_TWU_TP000014",2022-03-21,4.690615041,4.4706556415
"UKENTH_TWU_TP000014",2022-03-28,NA,4.690615041
"UKENTH_TWU_TP000015",2021-05-24,NA,NA
"UKENTH_TWU_TP000015",2021-05-31,4.533701796,4.533701796
"UKENTH_TWU_TP000015",2021-06-07,NA,4.533701796
"UKENTH_TWU_TP000015",2021-06-14,4.920774112,4.727237954
"UKENTH_TWU_TP000015",2021-06-21,NA,4.920774112
"UKENTH_TWU_TP000015",2021-06-28,5.291188143,5.1059811275
"UKENTH_TWU_TP000015",2021-07-05,NA,5.291188143
"UKENTH_TWU_TP000015",2021-07-12,4.54535395,4.9182710465
"UKENTH_TWU_TP000015",2021-07-19,NA,4.54535395
"UKENTH_TWU_TP000015",2021-07-26,5.207189816,4.876271883
"UKENTH_TWU_TP000015",2021-08-02,NA,5.207189816
"UKENTH_TWU_TP000015",2021-08-09,5.074133979,5.1406618975
"UKENTH_TWU_TP000015",2021-08-16,NA,5.074133979
"UKENTH_TWU_TP000015",2021-08-23,5.275729652,5.1749318155
"UKENTH_TWU_TP000015",2021-08-30,NA,5.275729652
"UKENTH_TWU_TP000015",2021-09-06,5.063791443,5.1697605475
"UKENTH_TWU_TP000015",2021-09-13,NA,5.063791443
"UKENTH_TWU_TP000015",2021-09-20,4.069552244,4.5666718435
"UKENTH_TWU_TP000015",2021-09-27,NA,4.069552244
"UKENTH_TWU_TP000015",2021-10-04,4.74909116,4.409321702
"UKENTH_TWU_TP000015",2021-10-11,NA,4.74909116
"UKENTH_TWU_TP000015",2021-10-18,5.427977514,5.088534337
"UKENTH_TWU_TP000015",2021-10-25,NA,5.427977514
"UKENTH_TWU_TP000015",2021-11-01,5.538265927,5.4831217205
"UKENTH_TWU_TP000015",2021-11-08,NA,5.538265927
"UKENTH_TWU_TP000015",2021-11-15,4.413028395,4.975647161
"UKENTH_TWU_TP000015",2021-11-22,NA,4.413028395
"UKENTH_TWU_TP000015",2021-11-29,5.514537317,4.963782856
"UKENTH_TWU_TP000015",2021-12-06,NA,5.514537317
"UKENTH_TWU_TP000015",2021-12-13,4.779730197,5.147133757
"UKENTH_TWU_TP000015",2021-12-20,NA,4.779730197
"UKENTH_TWU_TP000015",2021-12-27,5.011385329,4.895557763
"UKENTH_TWU_TP000015",2022-01-03,4.27179876,4.6415920445
"UKENTH_TWU_TP000015",2022-01-10,NA,4.6415920445
"UKENTH_TWU_TP000015",2022-01-17,NA,4.27179876
"UKENTH_TWU_TP000015",2022-01-24,4.471137275,4.471137275
"UKENTH_TWU_TP000015",2022-01-31,NA,4.471137275
"UKENTH_TWU_TP000015",2022-02-07,4.669684964,4.5704111195
"UKENTH_TWU_TP000015",2022-02-14,NA,4.669684964
"UKENTH_TWU_TP000015",2022-02-21,4.682050968,4.675867966
"UKENTH_TWU_TP000015",2022-02-28,NA,4.682050968
"UKENTH_TWU_TP000015",2022-03-07,5.464174453,5.0731127105
"UKENTH_TWU_TP000015",2022-03-14,NA,5.464174453
"UKENTH_TWU_TP000015",2022-03-21,5.085423721,5.274799087
"UKENTH_TWU_TP000015",2022-03-28,NA,5.085423721
"UKENTH_TWU_TP000021",2021-05-24,NA,NA
"UKENTH_TWU_TP000021",2021-05-31,4.072517563,4.072517563
"UKENTH_TWU_TP000021",2021-06-07,NA,4.072517563
"UKENTH_TWU_TP000021",2021-06-14,3.658742309,3.865629936
"UKENTH_TWU_TP000021",2021-06-21,NA,3.658742309
"UKENTH_TWU_TP000021",2021-06-28,5.300252869,4.479497589
"UKENTH_TWU_TP000021",2021-07-05,NA,5.300252869
"UKENTH_TWU_TP000021",2021-07-12,4.131682786,4.7159678275
"UKENTH_TWU_TP000021",2021-07-19,NA,4.131682786
"UKENTH_TWU_TP000021",2021-07-26,3.775208016,3.953445401
"UKENTH_TWU_TP000021",2021-08-02,NA,3.775208016
"UKENTH_TWU_TP000021",2021-08-09,3.744444775,3.7598263955
"UKENTH_TWU_TP000021",2021-08-16,NA,3.744444775
